#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search = tess2018206190142
#Sectors = s0001-s0001
#Created Date = 2018-11-14
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00266998480-01,266998480,1,3,3670,4.438,19.5997,0.00285536,7.71945,0.470936,0.0707105,27.9678,0.142338,1,5485.58,523.057,4.8157,1331.67,0.0019891,0.466454,0.581313,5.84546,-1.78333,2,8.09052,20.9327,18.9529,429.237,8.02252
00266998480-02,266998480,2,3,3670,4.438,22.9657,0.00194308,6.90598,0.393799,0.0632591,34.6534,0.158201,1,4772.59,365.705,5.38349,1326.53,0.00134122,0.320437,0.0141508,5.1813,1.14722,2,0.11336,16.5088,13.333,407.149,6.49435
00266998480-03,266998480,3,3,3670,4.438,13.7429,0.00242184,5.08276,5.58831,0.0465583,91.4911,0.112342,1,2583.93,358.65,1.20094,1327.76,0.00182539,0.053432,0.00865621,3.92388,0.4625,2,2e-005,12.7771,9.52893,483.156,12.8786
00267043786-01,267043786,1,2,6839,3.94464,0.297465,2.43757e-006,43.5782,9.4276,0.185967,2.72283,0,2.1465,18988.9,421.902,0.635832,1325.33,8.96761e-005,0.317916,0.954225,19.6866,-0.05573,94,201.122,38.1078,9.28707,0,0
00267043786-02,267043786,2,2,6839,3.94464,0.297488,-1,7.18921,-1,0.0306795,4.70152,0.00994265,2.1465,0,0,0.5,1325.57,-1,0.0152539,0.1,21.3826,-0.06146,0,29.5972,23.6169,4.46846,4434.03,91351.6
00267044642-01,267044642,1,1,5144,4.27214,1.42049,0.00032144,2.48895,1.86998,0.0202034,3.15233,0.0236132,1.12847,491.395,57.227,3.57628,1326.61,0.00325926,0.073341,0.00896558,1.60573,0.37917,19,14.021,7.31148,2.75343,1569.14,1432.72
00267263253-01,267263253,1,1,6888,4.23416,4.12693,5.69337e-005,15.9464,2.12255,0.0943663,7.70204,0.0576486,1.5479,10068.9,34.7775,4.49487,1325.78,0.000205289,0.389587,0.00221843,3.46789,-0.65278,7,1056.62,269.909,110.732,1574.93,1454.02
00269762258-01,269762258,1,1,3271,4.438,0.662309,3.9671e-006,50.4923,26.5703,0.462511,4.31614,0.0148775,1,113980,741.534,1.38546,1325.74,8.69433e-005,0.692728,0.915415,3.12013,0.35815,42,1122.9,288.736,66.432,1183.34,463.396
00269772516-01,269772516,1,2,5550.9,4.438,22.6986,-1,63.1715,-1,0.44452,99.9576,0.187143,1.30175,228278,-1,2.5,1325.73,-1,0.776051,0.1,219.72,0.7125,2,371543,2246.43,3259.81,646,41.1577
00269772516-02,269772516,2,2,5550.9,4.438,23.0097,-1,18.9802,-1,0.133558,13.2485,0.188849,1.30175,21004.8,-1,15,1326.62,-1,1.78626,0.1,16.8247,1.56667,2,102920,518.487,720.821,643.075,40.4174
00269772525-01,269772525,1,1,4466,4.52924,6.46997,1652.95,1.32033,6098.31,0.0160458,1.08604,0.0603923,0.753732,265.264,1.5553e+006,53.4851,1326.47,6466.21,2.69046,0.715479,98.4046,0.16111,5,20883.6,846.918,1650.37,696.191,55.5181
00269772593-01,269772593,1,2,6342,4.1859,13.5111,-1,64.6023,-1,0.394764,31.9199,0.119891,1.49902,176095,-1,4.5,1326.05,-1,1.28483,0.1,47.3122,0.61667,3,102959,1782.99,2353.66,989.528,226.586
00269772593-02,269772593,2,2,6342,4.1859,21.3962,71.2217,1.09805,671.566,0.00670984,2.97423,0.162887,1.49902,44.1808,50994.7,34.9957,1326.25,38.7249,0.655544,0.801977,46.1751,1.30833,2,184.372,534.677,751.734,848.944,122.755
00269793346-01,269793346,1,1,6406,4.23683,18.1112,0.00310063,5.49682,5.64768,0.0351931,45.1076,0.146925,1.43071,1389.34,169.947,2.98755,1331.28,0.00206642,0.11532,0.350938,4.28454,-1.69028,2,11.3818,10.26,10.5192,882.076,143.069
00269793839-01,269793839,1,1,3098,4.438,0.722816,0.000270159,14.3503,12.5423,0.131449,1.21678,0.0157703,1,7104.44,657.758,4.90067,1325.44,0.00569752,2.45034,0.988874,10.5269,0.34167,39,29.5247,9.05898,6.17042,1088.56,331.844
00269794986-01,269794986,1,1,2694,4.438,12.808,0.00543061,2.57967,0.630514,0.0236299,12.0019,0.107187,1,665.899,73.9117,8.35385,1335.18,0.00391474,0.193351,0.0191928,4.2218,1.3625,2,0.4006,12.072,8.79841,363.093,4.10765
00269829384-01,269829384,1,1,6085,4.28947,0.622222,-1,10.6402,-1,0.0768908,3.45637,0.0149139,1.26757,6818.03,-1,1.5,1325.76,-1,0.111042,0.1,5.53634,0.17222,45,366.686,36.8584,9.96629,2475.39,8873.49
00269829435-01,269829435,1,3,5310.1,3.01,10.478,0.00605504,2.06524,2.6147,0.0197884,17.1737,0.0304074,0.956,437.963,133.249,4.30976,1331.61,0.00741825,0.102431,0.43169,3.27654,4.79028,3,41.4946,12.7318,11.4129,1313.81,704.134
00269829435-02,269829435,2,3,5310.1,3.01,26.0383,0.00412341,3.33055,5.50007,0.0319121,127.968,0.0557873,0.956,1160.8,235.736,1.53665,1325.93,0.00285241,0.0519373,0.296015,2.28826,-0.3625,2,0.75249,7.14982,7.20782,969.965,209.192
00269829435-03,269829435,3,3,5310.1,3.01,9.63007,0.00188225,7.58396,14.4269,0.0726667,23.608,0.028744,0.956,2718.09,474.249,1.36884,1329.11,0.00195606,0.684419,0.978785,4.11191,2.59306,3,0.13336,7.5129,6.8493,1351.29,787.992
00269829656-01,269829656,1,1,2850,4.25,16.6793,0.00309411,5.01155,13.9971,0.294411,45.3942,0.0320542,0.155925,34998.9,36104.1,2.30775,1332.16,0.00170924,1.15387,0.999987,5.48897,-3.34028,2,1.02093,14.7399,12.0704,277.366,1.39872
00269829751-01,269829751,1,1,4574,4.438,16.2371,0.00407478,5.51412,0.403822,0.0505096,26.908,0.125553,1,1926.39,231.45,2.18847,1332.34,0.00239111,0.744155,0.937279,3.87539,0.62917,2,2.36247,10.1078,8.24007,569.606,24.8782
00269832033-01,269832033,1,1,4022,4.438,18.1754,0.00593299,3.26302,0.389633,0.0461321,19.3771,0.101349,0.647909,1642.26,174.409,3.349,1330.42,0.0028418,1.0194,0.936221,7.01354,-0.42361,2,27.4153,13.3664,11.9156,448.726,9.58175
00269857486-01,269857486,1,1,3287,4.438,0.634538,0.000152562,4.19546,4.29699,0.0384306,3.05542,0.0144586,1,1672.47,231.199,1.50643,1325.58,0.00345144,0.0733939,0.476032,2.32759,0.24306,44,50.3052,7.68968,3.16766,1206.22,500.303
00269940990-01,269940990,1,1,3358,4.93593,17.7579,0.00172085,2.54679,0.47869,0.0742952,52.9165,0.090229,0.314,6500.03,713.784,2.75433,1327.01,0.00120497,0.190502,0.00014848,6.14351,-0.64306,2,3.68023,13.7635,10.7307,276.417,1.37968
00269992581-01,269992581,1,1,5787,4.25167,24.0446,0.00445989,3.91706,4.09199,0.028401,73.6986,0.165224,1.26335,938.774,134.662,2.53281,1325.93,0.00321066,0.0716965,0.158128,3.46294,1.28056,2,2.26502,9.06211,8.09042,706.107,58.7494
00270034306-01,270034306,1,1,6738,4.438,17.7918,0.00480285,3.19102,0.958332,0.0179433,18.5768,0.18475,1.62901,365.57,43.8504,7.45154,1326.05,0.00333149,0.131478,0.00604986,3.44795,9.2,2,4.71697,8.52969,6.68891,882.861,143.579
00270036525-01,270036525,1,1,5219,4.45655,19.8099,0.00565794,11.7437,11.7605,0.116494,7.90666,0.137888,0.923422,14714.1,1603.8,18.0127,1328.32,0.00342034,2.85141,0.608534,8.10492,4.66805,2,24.2034,13.9513,12.7899,595.958,29.8115
00270038123-01,270038123,1,1,3034,4.438,13.9811,0.00410636,2.74863,0.28179,0.0251776,15.444,0.113636,1,659.65,63.3972,5.15829,1335.44,0.00328613,0.246,0.704455,9.96447,-1.80278,2,75.5675,19.1467,22.1907,397.145,5.8792
00270038761-01,270038761,1,2,3343,4.94272,17.3617,0.00243565,2.5521,0.668116,0.0761478,81.5804,0.0880135,0.307,6825.62,1010.52,1.74965,1327.9,0.00176,0.123811,0.00364079,6.10592,-2.05833,2,2.98375,13.4901,10.9656,275.501,1.36148
00270038761-02,270038761,2,2,3343,4.94272,0.791208,9.86533e-005,1.57005,0.300217,0.0468459,1.82715,0.0112292,0.307,2536.78,232.367,3.55541,1325.33,0.001801,0.195081,0.31346,4.78303,0.20556,36,19.6659,7.6562,6.18691,771.3,83.6402
00270068097-01,270068097,1,1,3478,4.87576,20.7426,0.00617878,1.66777,0.871623,0.0406298,50.5656,0.107756,0.376,1946.92,235.697,3.25953,1326.75,0.0037417,0.127428,0.0347725,6.06214,5.6,2,9.31924,7.55444,8.29737,286.678,1.59623
00270165435-01,270165435,1,2,6467,4.22793,18.2189,0.00293849,9.05199,9.07804,0.0567273,43.27,0.14861,1.46167,3649.77,391.398,3.32975,1332.4,0.00205379,0.186815,0.21288,2.6321,-2.23472,2,15.0147,11.2032,13.3248,894.944,151.602
00270165435-02,270165435,2,2,6467,4.22793,16.2294,0.00670911,18.9086,69.411,0.118497,16.761,0.137584,1.46167,6900.37,1014.77,4.01073,1332.13,0.003905,2.00537,0.978856,4.9138,0.51944,2,39.659,13.8567,15.9368,930.114,176.875
00270166263-01,270166263,1,2,4962,4.13455,15.3134,0.000179287,65.7224,22.8784,0.469024,35.1994,0.112979,1.28356,120118,497.669,3.84775,1332.51,0.000108735,1.92388,0.905013,57.9436,10.1069,2,1059.12,535.921,394.404,738.003,70.1058
00270166263-02,270166263,2,2,4962,4.13455,15.3139,0.000904678,21.2308,5.79411,0.151512,24.5284,0.112981,1.28356,12818.5,248.032,3.11559,1327.3,0.000626632,1.55779,0.948694,8.29005,5.86944,2,1.70754,59.6871,44.3853,737.995,70.1026
00270204401-01,270204401,1,2,8680,4.23779,2.23814,2.26029e-006,80.4422,14.3745,0.396725,5.33687,0.0434115,1.85734,172463,48.5674,4.47332,1325.93,1.51011e-005,1.3347,0.220485,337.432,1.10972,13,21646,3072.86,995.881,2505.27,9309.83
00270204401-02,270204401,2,2,8680,4.23779,1.11909,9.67646e-006,29.8922,5.3417,0.147423,1.91842,0.0273478,1.85734,21741.3,58.2984,4.37915,1325.92,0.000127264,1.21899,0.754473,5.75681,0.30833,25,1394.66,270.105,102.716,3156.43,23458.9
00270251574-01,270251574,1,1,5324,4.43563,11.5491,0.00461419,2.33739,3.29913,0.0222772,19.8058,0.0972546,0.9611,587.262,98.4559,4.45991,1326.36,0.00594063,0.10161,0.208991,3.7814,-1.47361,3,1.10183,7.13459,5.96612,738.515,70.3004
00270341214-01,270341214,1,1,6409,4.20097,14.5588,0.00129474,10.1697,1.3297,0.0624427,14.3954,0.12707,1.49184,4426.78,116.049,8.03776,1333.41,0.000877862,0.495872,0.220532,2.30724,3.11528,2,866.332,45.9043,60.2953,968.994,208.356
00270341486-01,270341486,1,3,4359,4.438,15.1779,0.000465195,53.1709,130.646,0.487048,26.3467,0.120032,1,97798,5582.92,4.86193,1332.27,0.000291436,2.43096,0.996647,91.4969,0.24722,2,3591.26,254.371,262.814,555.176,22.4515
00270341486-02,270341486,2,3,4359,4.438,14.5357,0.000995415,50.1551,187.503,0.459423,41.9086,0.116622,1,85676,3.17016e+006,2.81765,1332.59,0.00051901,1.40883,1,29.1926,7.41111,2,0.11108,250.519,199.251,563.235,23.7837
00270341486-03,270341486,3,3,4359,4.438,3.73046,0.000244011,22.8937,0.142565,0.209707,2.50071,0.0470974,1,48744.9,594.764,12.9448,1328.68,0.000883247,3.2228,0.56688,8.93754,1.25278,7,559.269,94.4791,46.3771,886.299,145.828
00270356871-01,270356871,1,1,5890,3.90478,16.4172,0.00128812,11.4501,1.68584,0.05489,35.9236,0.129348,1.9108,3502.64,309.568,3.68341,1334.09,0.000861284,0.191709,0.000194681,7.01118,9.85694,2,4.43903,29.7355,23.244,998.932,235.323
00270578038-01,270578038,1,1,5685,4.60219,16.604,0.00425463,2.83264,1.75089,0.0311538,49.6695,0.127961,0.832871,1107.64,160.854,2.44239,1332.81,0.00264842,0.0862593,0.385722,3.11612,-0.35972,2,4.90296,7.8549,7.71981,639.988,39.6468
00270676943-01,270676943,1,1,3081,4.438,14.6741,0.0051191,15.3907,8.5195,0.140979,30.7643,0.117361,1,15134,2599.11,2.55129,1334.92,0.00350035,1.27565,0.901178,3.87732,-3.20139,2,39.0582,15.5561,16.5946,396.846,5.86151
00271596290-01,271596290,1,1,6311.35,4.33549,1.2825,7.56216e-006,44.8549,6.55759,0.352176,2.07277,0.0236768,1.16667,101066,150.206,5.98227,1326.11,9.00454e-005,2.99114,0.787269,3.84096,0.94076,22,2042.93,534.9,130.57,1954.91,3451.66
00271697774-01,271697774,1,1,6094.21,4.2604,13.9763,0.0154172,3.41996,0.991573,0.0218439,6.90202,0.126069,1.43413,542.572,69.3722,15.1441,1326.72,0.0108426,0.358826,0.306735,2.32154,7.29583,2,3.85596,7.5744,7.17066,906.983,159.925
00271811957-01,271811957,1,1,3204,4.438,13.2223,0.00634593,2.79656,1.13851,0.0256166,19.7619,0.109486,1,779.063,108.363,5.18826,1335.26,0.0029086,0.132609,0.15017,6.16317,0.58333,2,7.99849,8.95165,9.07653,427.273,7.87664
00271891181-01,271891181,1,1,5657.65,4.55581,19.5719,0.00580976,7.22399,1.61315,0.0622286,53.5663,0.16217,1.06337,4521.29,405.754,2.91453,1329.63,0.00168075,0.17716,0.195503,2.63918,1.27778,2,1.05089,11.1237,11.1552,639.271,39.4694
00271900514-01,271900514,1,1,4077,4.60452,18.8671,0.00260502,6.04072,1.38438,0.083872,76.6956,0.119503,0.659734,8547.67,1080.53,2.03693,1326.88,0.00177532,0.157639,0.00779686,6.16144,5.39722,2,0.01514,14.1565,11.0193,422.696,7.54457
00271975726-01,271975726,1,1,3100,4.438,14.022,0.00345676,15.1696,1.21461,0.138955,41.5406,0.113858,1,22980,2095.94,2.93688,1332.69,0.00247578,0.358504,0.0209045,5.46381,4.18889,2,0.20134,12.9716,9.23255,405.39,6.38281
00272357134-01,272357134,1,2,6538.96,4.438,4.19698,4.96713e-005,31.4184,3.51198,0.122437,6.22854,0.0900657,2.35055,17082.9,73.3997,5.80969,1328.55,0.000152743,0.638597,0.00159157,7.84158,2.47917,6,0.42343,235.011,106.185,1474.03,1115.69
00272357134-02,272357134,2,2,6538.96,4.438,4.1963,0.000482216,8.25506,0.983052,0.0321698,4.13061,0.090056,2.35055,1053.96,67.2245,5.74763,1326.83,0.00179468,0.379872,0.7348,1.63567,-0.72639,7,6.54279,12.9594,6.52041,1474.11,1115.93
00273325402-01,273325402,1,1,4300,1.37928,12.2731,0.00345575,79.0492,53.5211,0.0260925,27.4641,0,27.7511,846.282,117.654,3.47004,1335.34,0.00227778,0.0900518,0.142171,5.76224,0.5,2,5.81144,7.9065,8.96915,0,0
00273395799-01,273395799,1,1,3238,4.438,13.1134,0.00590918,12.2931,0.912754,0.112606,20.7179,0.108884,1,12954.1,1318.44,4.07278,1334.37,0.00418955,0.808043,0.72781,3.25275,8.04583,2,2.57283,10.6542,11.7157,432.998,8.30742
00273511930-01,273511930,1,1,3244,4.438,11.8619,0.00430187,2.03324,0.840836,0.0186246,15.2067,0.101841,1,412.55,53.3826,6.03365,1335.45,0.00309199,0.112013,0.118275,4.94383,6.85972,2,4.95655,9.15674,8.66533,448.55,9.56674
00273512747-01,273512747,1,1,3339,4.94404,22.1255,0.00297887,2.20319,0.467841,0.0661681,48.8802,0.103109,0.305,5155.6,436.854,3.68694,1326.37,0.00223951,0.228864,0.008632,3.17134,-0.5625,2,17.42,14.9336,16.4947,253.402,0.974453
00273699558-01,273699558,1,1,5128,4.47338,11.4979,0.00554086,4.61209,4.63083,0.0473191,9.86456,0.0950313,0.89281,2560.04,272.646,8.39142,1336.49,0.00341369,0.477723,0.46196,5.60677,1.47917,2,11.1191,13.7647,13.0312,693.563,54.6846
00273792220-01,273792220,1,6,5892,4.438,0.993932,3.25486e-006,44.7426,4.77597,0.269022,2.81439,0.0258195,1.52346,29631.8,55.1583,2.29277,1325.72,4.97537e-005,1.14638,0.999093,3.07777,-0.16111,28,50851.6,741.132,235.557,1997.09,3759.3
00273792220-02,273792220,2,6,5892,4.438,11.197,0.00110569,6.82379,3.9288,0.0410291,97.7178,0.129751,1.52346,1864.98,187.077,0.80076,1329.26,0.000834822,0.0414061,0.496978,13.4148,-0.12222,3,25.6705,16.4641,15.3704,890.87,148.86
00273792220-03,273792220,3,6,5892,4.438,7.9523,0.000824808,4.54423,3.80495,0.0273229,53.3804,0.103285,1.52346,819.402,103.232,0.996163,1328.52,0.00145097,0.0369021,0.537945,7.05088,0.33194,4,21.4198,11.7627,8.74051,998.507,234.923
00273792220-04,273792220,4,6,5892,4.438,3.97279,0.000587263,3.62937,2.58974,0.0218221,21.8855,0.0650289,1.52346,497.991,82.4884,1.05746,1328.87,0.00216354,0.0413726,0.680772,6.00967,0.15694,7,23.8209,10.3168,7.85205,1258.39,592.637
00273792220-05,273792220,5,6,5892,4.438,18.9874,0.00264293,7.62528,1.12769,0.0458482,55.9225,0.18451,1.52346,2160.98,255.661,1.97476,1328.98,0.00193787,0.171063,0.71715,3.81786,1.86667,2,14.0361,9.68749,8.25045,747.068,73.6141
00273792220-06,273792220,6,6,5892,4.438,5.88302,0.000988939,3.90378,8.41628,0.0234721,53.825,0.0844844,1.52346,634.314,112.601,0.829809,1329.11,0.00205537,0.0202184,0.244917,4.40969,1.4,5,3.8269,7.8448,6.33282,1104.03,351.115
00274017928-01,274017928,1,2,3432,4.438,13.2275,0.00764528,8.20524,0.679467,0.0751604,10.1385,0.109515,1,6734.03,776.963,10.7362,1329.53,0.00546932,0.752806,0.00415275,4.75624,6.17222,2,138.489,33.6101,43.7752,457.617,10.3641
00274017928-02,274017928,2,2,3432,4.438,12.5824,0.0103891,10.0337,5.68068,0.0919094,16.1732,0.105925,1,6136.82,1132.61,3.38161,1336.05,0.00450168,1.6908,0.932598,4.37458,1.28194,2,9.58819,9.35966,8.35908,465.308,11.0786
00276935987-01,276935987,1,1,5780,4.11003,2.12465,0.000257224,60.3556,30.7731,0.552859,3.21486,0.0251588,1,232544,7025.37,7.36878,1326.53,0.00181965,3.68439,0.724178,3.27692,1.5125,13,5.58227,9.8566,4.73114,1607.96,1579.86
00276935996-01,276935996,1,1,5780,4.09014,2.12637,0.00107321,45.7979,75.6651,0.419511,1.83408,0.024791,1,76096.9,6017.18,11.6832,1326.52,0.0074647,5.8416,0.990288,2.44896,1.15556,13,5.04531,7.95686,3.51612,1619.84,1627.09
00277298434-01,277298434,1,1,5780,4.08543,0.410702,8.83018e-005,13.0051,1.79284,0.119127,1.08727,0.00825373,1,10962.7,1123.91,4.92843,1325.66,0.00285065,2.46421,0.913659,4.88793,0.30225,69,41.2552,7.60032,3.30063,2807.34,14679.1
00277298771-01,277298771,1,2,4726,4.52971,23.3051,0.00924494,12.5582,15.6677,0.14684,21.2776,0.145662,0.783392,10284.9,1600.92,5.1375,1326.64,0.00651429,2.56875,0.969095,4.54838,1.79583,2,45.6659,25.546,22.0285,483.618,12.928
00277298771-02,277298771,2,2,4726,4.52971,6.2323,0.00141075,4.38347,3.45211,0.051255,30.971,0.0604612,0.783392,3221.56,459.742,1.61639,1330.37,0.00257037,0.0788346,0.000970115,4.30348,-0.63889,4,4.65074,10.7606,9.08757,750.649,75.0358
00277649549-01,277649549,1,2,6607,4.438,14.4905,7.2005e-005,101.803,14.2555,0.490997,26.8157,0.178483,1.89924,124102,167.647,4.81034,1329.1,4.67576e-005,2.40517,0.931533,283.279,-2.63055,2,104.158,866.931,657.755,951.014,193.317
00277649549-02,277649549,2,2,6607,4.438,14.4904,0.000186532,63.9674,7.84551,0.308515,20.2766,0.178483,1.89924,40186.6,131.3,4.62115,1326.48,0.000130767,2.31058,0.99894,4.94627,7.90972,2,2969.08,255.769,194.667,951.016,193.318
00277683130-01,277683130,1,1,5722,4.35582,6.19785,0.000398266,8.21953,8.22467,0.0677573,11.4468,0.0665449,1.11119,3712.36,172.476,2.16066,1328.06,0.00088446,1.08033,0.932333,5.04714,2.55278,5,26.9638,36.69,19.9266,1031.75,267.81
00277715787-01,277715787,1,1,7823,3.97848,0.329245,2.58524e-005,2.59479,2.5918,0.0102655,6.66492,0.0114835,2.31537,117.352,17.1274,0.380401,1325.35,0.000859168,0.00394334,0.112266,4.49596,0.20833,85,69.5239,7.38037,3.06795,4901.6,136418
00277802792-01,277802792,1,3,7491,3.85979,0.271746,1.93172e-005,3.72242,1.51311,0.0133375,2.35749,0,2.55652,159.065,27.1895,0.413557,1325.47,0.000688519,0.032744,0.917703,6.30701,0.1592,103,88.2923,7.15093,2.85479,0,0
00277802792-02,277802792,2,3,7491,3.85979,0.542617,3.67174e-005,3.99468,2.25134,0.014313,4.41516,0.015626,2.55652,229.01,29.1792,0.957104,1325.39,0.000881694,0.013855,0.0916368,7.03073,0.26944,52,42.3575,7.65381,3.40308,4227.98,75518.4
00277802792-03,277802792,3,3,7491,3.85979,0.542486,0.000122539,5.24635,1.36926,0.0187978,1.27582,0.0156235,2.55652,279.544,31.7144,1.54688,1325.3,0.00352936,0.461952,0.973398,7.68307,0.36111,52,67.9552,8.01256,3.8307,4228.32,75542.6
00277874564-01,277874564,1,1,3306,4.438,13.9684,0.00632938,1.67727,0.476682,0.0153639,15.2724,0.113567,1,258.938,35.0351,5.80248,1335.46,0.00540915,0.132738,0.585669,5.08559,-0.82361,2,14.0917,10.2716,10.8357,432.881,8.29843
00278024057-01,278024057,1,1,5625,4.47236,18.0994,0.00265991,3.85877,1.53749,0.0368227,51.5438,0.134856,0.95991,1597.18,194.733,2.78151,1334.07,0.0016583,0.0987977,0.0023602,4.82581,-1.15694,2,8.77986,13.9227,13.2698,662.207,45.4462
00278078903-01,278078903,1,1,4816,4.51921,22.5352,0.00433424,6.26808,6.39465,0.071356,61.5541,0.143836,0.80464,6221.97,596.082,2.99642,1326.66,0.00222831,0.199607,0.0101077,3.90367,-0.35694,2,10.1624,13.9274,11.0491,502.627,15.0836
00278634010-01,278634010,1,4,4907,4.27426,16.001,0.00187815,5.27274,1.2751,0.0445986,44.7664,0.115633,1.08296,2420.43,275.952,2.85241,1335.31,0.00135346,0.121821,0.0128164,6.68432,11.6125,2,30.2443,23.7439,22.6733,662.634,45.5633
00278634010-02,278634010,2,4,4907,4.27426,20.5959,0.00334401,4.21705,1.91334,0.0356692,59.5969,0.136827,1.08296,1489.62,293.057,2.53323,1326.33,0.0022872,0.102292,0.389918,6.98979,0.90556,2,0.00584,13.6458,10.1882,609.157,32.5415
00278634010-03,278634010,3,4,4907,4.27426,14.4908,0.00193934,4.87848,1.53716,0.0412638,49.7101,0.108237,1.08296,2034.67,238.99,2.23793,1328.71,0.00121855,0.0955455,0.272951,5.73606,-0.95,2,4.75149,13.201,9.4077,684.897,52.0023
00278634010-04,278634010,4,4,4907,4.27426,18.9834,0.00552532,5.06711,0.950503,0.0428594,39.4878,0.129589,1.08296,1498.51,288.302,1.83459,1328.88,0.00480915,0.404466,0.915515,5.54087,5.10972,2,6.7001,8.84722,8.02941,625.937,36.2781
00278661431-01,278661431,1,1,3355,4.93589,17.6733,0.0055638,3.73257,0.654714,0.109235,14.0885,0.0897485,0.313,10499.2,603.31,6.47262,1326.27,0.00396505,2.60841,0.881112,2.77155,6.10833,2,0.01085,22.5365,16.319,276.467,1.38068
00278683641-01,278683641,1,2,6469,4.11887,4.24179,2.00039e-005,65.4586,8.7952,0.361684,8.40337,0.0562559,1.65781,139011,150.835,4.84932,1329.04,5.84351e-005,1.76518,0.539449,75.5913,2.12083,6,7479.78,800.508,438.639,1549.57,1362.61
00278683641-02,278683641,2,2,6469,4.11887,4.24195,0.000145669,22.0792,2.96924,0.121996,5.10729,0.0562572,1.65781,13951.1,143.18,4.74516,1326.92,0.000495644,1.63866,0.847871,2.65591,-0.59861,7,107.036,87.0915,38.8269,1549.56,1362.54
00278683844-01,278683844,1,2,5332,4.56429,5.54324,0.00110768,2.16729,1.3225,0.0239255,14.338,0.0596664,0.829762,652.734,68.69,2.72198,1327.61,0.00282825,0.0792572,0.448392,3.52731,0.40694,5,9.56564,9.18896,6.45265,877.392,140.054
00278683844-02,278683844,2,2,5332,4.56429,21.3781,0.00406054,2.42098,1.29781,0.026726,49.297,0.146735,0.829762,818.494,90.9155,3.0946,1328.04,0.0027903,0.0979135,0.426367,3.726,-0.61667,2,0.00956,8.3605,5.96029,559.49,23.1574
00278706358-01,278706358,1,1,5151,4.46928,3.45,-1,43.7041,-1,0.444649,12.6891,0.0426968,0.90033,371737,0,3,1327.89,-1,0.932485,0.1,1.6173,-0.85139,0,395563,3317.96,1549.68,1043.73,280.458
00278729421-01,278729421,1,1,5887.46,4.48,17.7908,0.00735584,2.54679,3.93787,0.0222089,55.1431,0.142406,1.05042,569.017,96.8342,2.47364,1330.33,0.0025896,0.0558124,0.194354,5.03533,0.81806,2,3.7629,7.26557,6.01339,705.566,58.5694
00278784173-01,278784173,1,1,3122,4.438,0.747416,3.99771e-006,35.6033,10.6825,0.326127,8.46071,0.0161261,1,62249,604.2,0.66058,1325.71,8.07449e-005,0.33029,0.903125,3.10468,0.37447,37,846.517,165.907,34.9637,1084.83,327.311
00278863150-01,278863150,1,2,5093,4.438,0.52147,4.54907e-005,35.8125,65.2484,0.328044,3.01827,0.0126855,1,64263.8,4722.31,1.37813,1325.68,0.00134842,0.689067,0.899628,8.49802,0.26031,53,44.8782,15.7199,4.40809,1995.32,3745.99
00278863150-02,278863150,2,2,5093,4.438,0.521468,0.000106934,17.635,2.49143,0.161537,2.639,0.0126855,1,24186.5,3951.11,1.33313,1325.42,0.00316036,0.522688,0.818681,3.34454,0.12083,54,35.5668,8.1022,2.78078,1995.32,3746.01
00278866211-01,278866211,1,1,6054,4.39416,2.19412,0.000148806,14.7532,12.3465,0.120942,4.43988,0.0344234,1.1174,5605.49,264.509,1.96975,1327.36,0.000887979,0.984876,0.999637,2.43182,0.89513,12,56.1473,31.2581,11.4576,1521.99,1268.14
00278956474-01,278956474,1,3,5710,4.3581,5.48809,0.000218693,34.4904,34.4909,0.285499,9.8158,0.0613004,1.1066,94928.1,857.109,5.50651,1327.96,0.000558255,1.22601,0.0037179,11.2562,2.73611,5,7.78402,130.324,67.047,1070.51,310.376
00278956474-02,278956474,2,3,5710,4.3581,5.67417,0.000878154,35.8033,60.5598,0.296367,10.5877,0.0626783,1.1066,36858.9,974.787,3.42372,1330.69,0.00131767,1.71186,0.994417,4.97999,2.85,4,25.3404,37.2716,25.3587,1058.68,296.879
00278956474-03,278956474,3,3,5710,4.3581,5.49874,0.00339492,10.6976,10.7246,0.0885512,6.57918,0.0613797,1.1066,8003.72,835.07,5.21528,1330.67,0.0100087,0.841961,0.727525,2.12757,0.60833,5,0.46894,9.54548,6.75098,1069.82,309.575
00278959976-01,278959976,1,1,5480.18,4.54094,22.2551,0.00454968,3.52289,2.15817,0.037338,68.3529,0.15212,0.864262,1610.6,235.043,2.42275,1327.14,0.00308724,0.0994441,0.356954,4.42057,-0.89444,2,6.41257,8.0457,8.73528,576.391,26.0849
